time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-12-03,20.9,17.6,25.0,0.0,,,12.8,,1016.8,
2023-12-04,20.3,17.8,25.0,0.0,,,5.5,,1015.7,
2023-12-05,19.2,16.1,22.0,0.0,,,5.2,,1014.6,
2023-12-06,19.8,17.0,23.0,0.0,,,8.8,,1016.4,
2023-12-07,18.7,14.0,22.1,0.0,,,4.4,,1017.6,
2023-12-08,17.3,13.3,20.4,0.0,,,5.9,,1013.6,
2023-12-09,18.2,15.0,22.0,0.0,,,8.1,,1014.6,
2023-12-10,18.4,13.5,23.0,0.0,,,8.1,,1015.3,
2023-12-11,20.0,16.8,24.0,0.0,,,17.1,,1013.7,
2023-12-12,18.1,15.0,21.0,0.0,,,9.5,,1015.8,
2023-12-13,18.6,16.0,21.0,0.1,,,13.3,,1019.2,
2023-12-14,20.3,17.9,23.0,0.0,,,4.4,,1021.7,
2023-12-15,19.4,15.0,25.0,0.0,,,6.9,,1020.1,
2023-12-16,19.5,15.0,25.0,0.0,,,5.8,,1019.5,
2023-12-17,18.8,14.0,23.0,0.0,,,9.9,,1022.1,
2023-12-18,18.3,15.0,22.0,0.0,,,12.8,,1020.6,
2023-12-19,18.0,15.0,22.0,0.0,,,14.6,,1018.9,
2023-12-20,16.6,13.0,20.1,0.0,,,6.3,,1015.4,
2023-12-21,17.2,15.0,20.0,0.0,,,20.1,,1011.9,
2023-12-22,16.7,13.0,21.0,0.0,,,21.6,,1013.5,
2023-12-23,17.7,14.0,21.0,0.0,,,20.3,,1015.3,
2023-12-24,19.6,17.6,22.0,0.0,,,10.0,,1018.7,
2023-12-25,18.5,15.0,22.0,0.0,,,5.4,,1021.4,
2023-12-26,17.7,14.0,22.0,0.0,,,10.8,,1020.7,
2023-12-27,17.8,14.8,22.0,0.0,,,9.0,,1018.5,
2023-12-28,18.0,16.0,21.0,3.9,,,13.0,,1020.7,
2023-12-29,17.7,15.0,22.0,0.0,,,9.1,,1021.4,
2023-12-30,17.2,13.0,21.0,0.0,,,7.7,,1021.0,
2023-12-31,17.1,13.4,21.0,0.2,,,6.5,,1020.7,
2024-01-01,16.9,13.0,21.0,0.0,,,4.9,,1020.8,
2024-01-02,17.6,14.0,21.0,0.0,,,7.5,,1021.5,
2024-01-03,17.7,14.0,21.0,0.0,,,4.7,,1021.1,
2024-01-04,16.9,13.0,20.0,0.0,,,4.1,,1020.2,
2024-01-05,17.2,12.0,21.0,0.0,,,4.6,,1021.2,
2024-01-06,17.8,13.0,22.0,0.0,,,7.6,,1020.5,
2024-01-07,18.4,13.6,23.1,0.0,,,8.0,,1017.7,
2024-01-08,19.4,15.0,23.3,0.0,,,6.4,,1017.6,
2024-01-09,17.4,14.0,21.0,0.0,,,10.2,,1017.1,
2024-01-10,16.5,13.0,20.0,0.2,,,12.0,,1017.9,
2024-01-11,15.7,13.6,18.0,0.0,,,12.8,,1018.9,
2024-01-12,15.6,12.9,19.0,0.0,,,13.0,,1017.1,
2024-01-13,16.2,13.0,20.0,0.0,,,18.4,,1012.6,
2024-01-14,15.5,13.0,18.0,0.1,,,9.2,,1017.3,
2024-01-15,15.5,12.0,19.0,0.0,,,5.8,,1022.7,
2024-01-16,15.1,10.0,19.0,0.0,,,6.7,,1022.8,
2024-01-17,17.0,13.0,21.2,0.0,,,5.2,,1020.7,
2024-01-18,16.8,11.9,21.0,0.0,,,2.6,,1021.5,
2024-01-19,17.5,13.0,22.0,0.0,,,5.2,,1021.0,
2024-01-20,19.7,14.0,25.0,0.0,,,4.3,,1020.1,
2024-01-21,21.5,17.7,26.0,0.0,,,11.0,,1015.9,
2024-01-22,18.8,16.0,21.0,0.0,,,14.5,,1015.4,
2024-01-23,16.4,14.0,19.0,0.0,,,15.0,,1020.1,
2024-01-24,16.2,14.0,18.0,0.0,,,11.8,,1020.2,
2024-01-25,14.9,12.0,18.2,4.1,,,12.9,,1019.5,
2024-01-26,15.6,13.0,19.1,0.7,,,18.7,,1018.8,
2024-01-27,15.2,13.0,18.0,0.0,,,10.7,,1020.9,
2024-01-28,15.3,13.0,18.0,0.0,,,8.8,,1021.5,
2024-01-29,14.1,12.0,18.0,0.5,,,12.7,,1020.2,
2024-01-30,12.8,10.0,16.4,0.0,,,24.1,,1021.5,
2024-01-31,12.1,10.0,15.5,0.7,,,12.1,,1021.6,
2024-02-01,12.0,8.0,16.0,0.0,,,15.2,,1021.0,
2024-02-02,13.5,11.0,16.6,0.2,,,14.6,,1021.9,
2024-02-03,14.3,11.0,18.0,0.0,,,11.0,,1023.2,
2024-02-04,14.5,11.0,18.0,0.0,,,10.4,,1024.2,
2024-02-05,14.8,11.0,18.1,0.0,,,8.7,,1025.1,
2024-02-06,16.2,11.0,20.1,0.0,,,5.1,,1026.4,
2024-02-07,17.2,13.9,23.0,0.0,,,7.8,,1024.3,
2024-02-08,16.7,11.9,22.0,0.0,,,9.3,,1020.4,
2024-02-09,16.8,12.0,21.0,0.0,,,6.7,,1018.0,
2024-02-10,16.8,12.0,21.0,0.0,,,7.1,,1019.7,
2024-02-11,17.3,12.0,22.3,0.0,,,11.7,,1020.5,
2024-02-12,18.7,14.0,24.0,0.0,,,8.5,,1015.0,
2024-02-13,20.5,16.3,23.0,0.0,,,18.0,,1009.0,
2024-02-14,16.8,14.0,20.1,1.5,,,12.2,,1010.4,
2024-02-15,14.9,13.0,18.0,0.0,,,15.9,,1011.3,
2024-02-16,15.2,10.5,19.0,0.0,,,19.2,,1016.2,
2024-02-17,15.9,12.0,20.0,0.0,,,15.6,,1021.4,
2024-02-18,16.0,12.0,20.0,0.0,,,6.8,,1022.7,
2024-02-19,16.3,14.0,20.0,0.0,,,10.9,,1021.0,
2024-02-20,16.2,12.0,19.8,0.0,,,8.5,,1020.7,
2024-02-21,16.0,12.0,20.0,0.0,,,10.7,,1020.5,
2024-02-22,16.2,12.0,21.0,0.0,,,16.5,,1019.8,
2024-02-23,16.4,13.8,19.0,0.0,,,17.0,,1018.7,
2024-02-24,17.9,15.0,22.0,0.0,,,13.2,,1019.7,
2024-02-25,17.5,13.0,23.0,0.0,,,11.1,,1019.4,
2024-02-26,19.1,13.0,26.0,0.0,,,10.8,,1012.9,
2024-02-27,17.5,15.0,21.0,0.0,,,12.1,,1016.1,
2024-02-28,18.0,14.0,24.0,0.0,,,11.4,,1018.2,
2024-02-29,19.9,13.0,28.0,0.0,,,13.2,,1016.4,
2024-03-01,22.6,15.0,30.0,0.0,,,8.2,,1012.2,
2024-03-02,20.3,16.0,24.0,0.0,,,17.5,,1014.4,
2024-03-03,18.3,15.0,22.0,0.0,,,11.8,,1016.9,
2024-03-04,18.0,14.0,22.0,0.0,,,8.8,,1016.5,
2024-03-05,20.5,14.0,26.0,0.0,,,8.2,,1015.0,
2024-03-06,18.6,15.0,22.0,0.0,,,12.8,,1016.9,
2024-03-07,18.2,15.8,21.0,0.0,,,10.4,,1018.8,
2024-03-08,18.0,14.0,21.4,0.0,,,10.8,,1018.1,
2024-03-09,17.8,13.0,23.0,0.0,,,12.8,,1016.3,
2024-03-10,17.2,13.0,21.0,0.0,,,15.6,,1016.6,
2024-03-11,17.7,13.0,23.5,0.0,,,14.6,,1020.5,
2024-03-12,19.5,13.0,26.0,0.0,,,10.6,,1017.1,
2024-03-13,20.3,15.0,25.0,0.0,,,7.4,,1014.5,
2024-03-14,18.8,16.0,23.0,0.0,,,13.1,,1016.5,
2024-03-15,18.7,14.9,22.0,0.0,,,9.2,,1017.5,
2024-03-16,18.3,15.0,22.0,0.0,,,11.9,,1017.2,
2024-03-17,18.6,15.3,23.7,0.0,,,22.1,,1010.7,
2024-03-18,16.5,14.4,21.1,1.2,,,13.9,,1011.4,
2024-03-19,17.3,13.6,21.9,0.0,,,18.1,,1014.9,
2024-03-20,20.7,16.0,25.7,0.0,,,11.9,,1016.7,
2024-03-21,20.9,14.9,27.0,0.0,,,21.8,,1014.9,
2024-03-22,16.7,13.7,21.0,0.0,,,12.1,,1015.6,
2024-03-23,16.9,13.0,21.0,0.0,,,10.4,,1012.8,
2024-03-24,15.7,14.0,18.0,2.0,,,11.5,,1012.2,
2024-03-25,17.5,13.0,22.0,0.0,,,5.1,,1017.8,
2024-03-26,21.8,17.0,27.0,0.0,,,11.1,,1019.0,
2024-03-27,25.5,19.0,32.0,0.0,,,8.1,,1015.6,
2024-03-28,25.9,19.0,32.0,0.0,,,11.0,,1014.1,
2024-03-29,21.9,18.0,25.0,0.4,,,15.2,,1014.4,
2024-03-30,21.9,17.0,28.0,0.0,,,14.4,,1015.7,
2024-03-31,24.8,18.0,32.0,0.0,,,18.0,,1016.8,
2024-04-01,25.2,20.0,32.0,0.0,,,17.0,,1015.5,
2024-04-02,24.0,19.0,30.0,0.0,,,16.6,,1013.8,
2024-04-03,24.2,18.0,31.0,0.0,,,14.2,,1013.8,
2024-04-04,24.6,18.0,31.0,0.0,,,15.5,,1015.1,
2024-04-05,22.3,18.0,28.0,0.0,,,12.1,,1016.4,
2024-04-06,20.4,17.0,25.2,0.0,,,14.1,,1015.1,
2024-04-07,20.6,17.9,25.0,0.0,,,18.4,,1012.0,
2024-04-08,20.3,17.7,26.0,0.1,,,12.2,,1009.6,
2024-04-09,20.0,16.6,24.0,0.1,,,13.8,,1011.0,
2024-04-10,20.3,16.0,24.8,0.0,,,9.1,,1014.9,
2024-04-11,22.0,17.0,27.0,0.0,,,10.0,,1016.2,
2024-04-12,21.9,17.0,28.0,0.0,,,12.9,,1016.0,
2024-04-13,21.6,17.5,27.0,0.0,,,14.2,,1015.8,
2024-04-14,22.2,18.0,28.0,0.0,,,12.6,,1014.5,
2024-04-15,23.3,18.7,29.0,0.0,,,15.6,,1014.6,
2024-04-16,24.1,17.0,31.0,0.0,,,15.4,,1013.7,
2024-04-17,29.9,20.4,36.0,0.0,,,16.8,,1007.8,
2024-04-18,25.7,22.0,29.0,0.0,,,16.5,,1011.6,
2024-04-19,22.9,19.0,28.0,0.0,,,11.6,,1012.8,
2024-04-20,24.2,18.0,31.0,0.0,,,11.7,,1011.3,
2024-04-21,22.5,18.0,29.0,0.0,,,15.4,,1015.2,
2024-04-22,25.2,18.6,33.3,0.0,,,18.5,,1016.7,
2024-04-23,29.3,20.6,39.0,0.0,,,17.2,,1013.1,
2024-04-24,33.8,24.7,41.0,0.0,,,8.6,,1007.0,
2024-04-25,27.5,22.6,33.0,0.0,,,15.6,,1005.9,
2024-04-26,23.3,19.4,28.6,0.0,,,20.0,,1010.1,
2024-04-27,22.0,17.8,28.0,0.0,,,15.9,,1010.9,
2024-04-28,22.9,18.0,30.0,0.0,,,17.1,,1012.5,
2024-04-29,22.4,18.0,28.1,0.0,,,15.7,,1012.4,
2024-04-30,22.1,18.0,28.0,0.0,,,15.9,,1011.3,
2024-05-01,23.5,19.0,30.0,0.0,,,12.6,,1010.7,
2024-05-02,23.5,18.0,29.2,0.0,,,13.2,,1011.2,
2024-05-03,26.2,22.0,31.7,0.0,,,12.2,,1011.1,
2024-05-04,24.7,19.0,31.0,0.0,,,11.3,,1012.6,
2024-05-05,22.6,19.0,27.0,0.0,,,16.3,,1010.7,
2024-05-06,21.7,18.4,27.0,0.0,,,16.1,,1013.0,
2024-05-07,21.9,17.6,27.0,0.0,,,11.4,,1015.9,
2024-05-08,23.8,18.0,30.0,0.0,,,15.9,,1014.8,
2024-05-09,26.2,18.0,34.1,0.0,,,14.8,,1009.4,
2024-05-10,29.7,26.7,33.0,0.0,,,14.8,,1006.5,
2024-05-11,25.7,21.8,30.0,0.0,,,13.1,,1010.7,
2024-05-12,23.3,19.2,28.0,0.0,,,13.1,,1013.1,
2024-05-13,21.9,18.5,26.3,0.0,,,14.5,,1014.1,
2024-05-14,22.7,18.6,28.0,0.0,,,14.2,,1013.5,
2024-05-15,23.6,18.6,29.0,0.0,,,14.1,,1015.7,
2024-05-16,25.5,19.3,32.0,0.0,,,15.9,,1017.8,
2024-05-17,28.2,21.0,36.0,0.0,,,14.4,,1017.7,
2024-05-18,31.6,24.0,39.0,0.0,,,10.3,,1014.8,
2024-05-19,32.5,27.0,39.0,0.0,,,8.6,,1011.9,
2024-05-20,34.2,28.0,41.0,0.0,,,11.3,,1009.5,
2024-05-21,32.1,26.2,38.0,0.0,,,10.7,,1011.5,
2024-05-22,32.3,26.0,39.0,0.0,,,12.7,,1011.9,
2024-05-23,32.0,27.8,37.0,0.0,,,12.1,,1011.3,
2024-05-24,26.1,21.8,31.0,0.0,,,14.6,,1013.1,
2024-05-25,26.3,21.9,31.3,0.0,,,16.3,,1013.0,
2024-05-26,29.3,22.0,37.0,0.0,,,9.0,,1010.9,
2024-05-27,29.9,24.0,33.0,0.0,,,17.5,,1008.8,
2024-05-28,24.9,21.0,30.1,0.0,,,13.0,,1012.4,
2024-05-29,24.7,21.0,29.2,0.0,,,13.4,,1012.6,
2024-05-30,25.2,20.9,30.0,0.0,,,10.9,,1013.7,
2024-05-31,27.7,21.5,33.2,0.0,,,12.0,,1016.0,
2024-06-01,31.5,25.0,38.0,0.0,,,13.5,,1015.5,
2024-06-02,30.4,25.9,35.0,0.0,,,20.3,,1012.3,
2024-06-03,29.0,23.0,36.0,0.0,,,17.9,,1010.5,
2024-06-04,30.0,23.0,38.0,0.0,,,15.0,,1009.6,
2024-06-05,31.0,25.0,38.2,0.0,,,12.3,,1008.9,
2024-06-06,33.3,26.0,41.0,0.0,,,14.8,,1008.2,
2024-06-07,34.1,27.0,42.0,0.0,,,10.9,,1008.0,
2024-06-08,31.0,26.0,36.3,0.0,,,13.5,,1006.5,
2024-06-09,29.1,23.7,35.5,0.0,,,17.3,,1007.4,
2024-06-10,28.9,23.0,35.5,0.0,,,12.3,,1009.5,
2024-06-11,30.4,24.7,36.0,0.0,,,13.2,,1010.5,
2024-06-12,31.1,25.4,38.0,0.0,,,15.4,,1011.2,
2024-06-13,33.4,26.0,41.0,0.0,,,19.5,,1010.6,
2024-06-14,35.2,28.2,42.0,0.0,,,13.4,,1008.2,
2024-06-15,34.5,28.0,42.0,0.0,,,12.8,,1006.5,
2024-06-16,31.2,26.0,36.6,0.0,,,16.6,,1008.3,
2024-06-17,29.6,25.0,34.1,0.0,,,12.6,,1010.0,
2024-06-18,29.0,24.0,34.1,0.0,,,12.6,,1009.6,
2024-06-19,29.6,24.8,35.4,0.0,,,12.5,,1008.7,
2024-06-20,31.3,25.6,37.0,0.0,,,10.0,,1008.1,
2024-06-21,31.4,26.0,36.6,0.0,,,10.4,,1007.0,
2024-06-22,31.5,27.0,36.1,0.0,,,12.7,,1005.4,
2024-06-23,32.9,26.8,39.0,0.0,,,10.8,,1005.4,
2024-06-24,33.9,28.6,40.0,0.0,,,12.3,,1006.7,
2024-06-25,32.4,27.0,37.2,0.0,,,13.6,,1007.1,
2024-06-26,29.8,24.8,35.0,0.0,,,13.7,,1006.4,
2024-06-27,30.3,24.0,37.0,0.0,,,13.9,,1006.5,
2024-06-28,30.8,25.0,37.0,0.0,,,11.1,,1006.2,
2024-06-29,29.5,25.0,34.9,0.0,,,14.1,,1004.0,
2024-06-30,29.5,25.9,34.0,0.0,,,11.8,,1004.5,
2024-07-01,30.1,25.3,35.4,0.0,,,13.5,,1006.6,
2024-07-02,29.6,24.4,35.2,0.0,,,11.0,,1005.4,
2024-07-03,30.7,25.0,35.2,0.0,,,9.0,,1005.1,
2024-07-04,33.6,28.3,39.0,0.0,,,10.4,,1005.9,
2024-07-05,30.8,26.6,36.0,0.0,,,16.5,,1008.0,
2024-07-06,28.9,26.0,32.3,0.0,,,15.3,,1006.9,
2024-07-07,29.5,25.0,35.0,0.0,,,13.7,,1005.7,
2024-07-08,30.0,25.0,36.0,0.0,,,12.0,,1005.4,
2024-07-09,30.7,26.0,37.0,0.0,,,10.3,,1004.9,
2024-07-10,32.2,26.8,38.0,0.0,,,11.5,,1005.5,
2024-07-11,34.1,28.9,40.0,0.0,,,14.6,,1007.0,
2024-07-12,33.9,29.4,39.0,0.0,,,13.4,,1006.6,
2024-07-13,31.7,27.0,36.1,0.0,,,11.8,,1007.2,
2024-07-14,31.0,26.0,35.0,0.0,,,12.9,,1006.3,
2024-07-15,30.7,26.0,36.0,0.0,,,13.1,,1005.6,
2024-07-16,31.0,26.5,36.0,0.0,,,9.6,,1005.7,
2024-07-17,31.4,27.0,36.0,0.0,,,12.3,,1006.8,
2024-07-18,31.0,26.7,36.0,0.0,,,11.4,,1007.0,
2024-07-19,30.8,26.0,37.0,0.0,,,11.8,,1005.4,
2024-07-20,32.4,28.0,38.0,0.0,,,10.7,,1004.1,
2024-07-21,33.1,28.0,39.0,0.0,,,11.6,,1006.1,
2024-07-22,32.6,27.9,38.0,0.0,,,11.3,,1007.2,
2024-07-23,32.3,28.0,37.3,0.0,,,11.7,,1007.2,
2024-07-24,31.6,26.0,37.1,0.0,,,10.9,,1005.5,
2024-07-25,34.6,29.0,42.0,0.0,,,15.6,,1002.4,
2024-07-26,30.3,26.9,35.0,0.0,,,15.5,,1005.1,
2024-07-27,29.9,26.7,34.0,0.0,,,13.2,,1007.4,
2024-07-28,30.6,26.0,36.0,0.0,,,14.6,,1008.4,
2024-07-29,31.0,27.0,36.0,0.0,,,13.0,,1006.7,
2024-07-30,30.4,25.8,36.0,0.0,,,10.0,,1004.4,
2024-07-31,31.6,26.8,36.1,0.0,,,9.5,,1005.3,
2024-08-01,31.9,28.0,37.0,0.0,,,12.5,,1006.6,
2024-08-02,30.9,26.0,36.0,0.0,,,12.1,,1007.1,
2024-08-03,31.5,27.0,36.0,0.0,,,11.1,,1005.7,
2024-08-04,30.8,27.0,35.0,0.0,,,10.9,,1006.7,
2024-08-05,30.7,26.0,36.0,0.0,,,10.1,,1006.3,
2024-08-06,31.1,26.8,35.2,0.0,,,10.9,,1006.2,
2024-08-07,31.1,26.8,36.2,0.0,,,12.4,,1006.9,
2024-08-08,31.3,27.0,36.3,0.0,,,11.1,,1007.9,
2024-08-09,31.0,26.0,36.0,0.0,,,10.1,,1009.2,
2024-08-10,30.9,26.9,35.0,0.0,,,11.4,,1010.0,
2024-08-11,30.7,26.0,36.0,0.0,,,12.4,,1008.6,
2024-08-12,30.1,23.0,36.0,0.0,,,11.2,,1007.5,
2024-08-13,31.2,27.0,36.0,0.0,,,11.8,,1007.5,
2024-08-14,30.3,26.0,35.0,0.0,,,13.2,,1008.5,
2024-08-15,30.9,26.0,36.2,0.0,,,13.3,,1009.1,
2024-08-16,30.4,25.0,36.0,0.0,,,13.2,,1007.0,
2024-08-17,31.1,27.0,37.0,0.0,,,13.2,,1004.9,
2024-08-18,30.8,26.0,38.0,0.0,,,12.8,,1005.8,
2024-08-19,30.8,26.0,36.0,0.0,,,11.4,,1008.6,
2024-08-20,30.4,26.0,36.0,0.0,,,12.1,,1009.3,
2024-08-21,30.7,25.0,36.0,0.0,,,12.8,,1007.2,
2024-08-22,30.9,26.0,35.3,0.0,,,12.8,,1006.9,
2024-08-23,30.7,27.0,34.0,0.0,,,10.9,,1008.6,
2024-08-24,30.4,26.7,34.0,0.0,,,12.5,,1009.3,
2024-08-25,31.3,26.7,37.0,0.0,,,10.6,,1006.9,
2024-08-26,32.4,27.9,38.0,0.0,,,12.6,,1006.9,
2024-08-27,31.8,28.0,36.1,,,,12.8,,1009.1,
2024-08-28,29.6,27.0,33.0,,,,12.8,,1011.6,
2024-08-29,30.1,25.9,34.4,,,,13.8,,1011.8,
2024-08-30,30.1,26.0,35.0,,,,10.9,,1011.2,
2024-08-31,30.4,26.0,35.1,,,,9.6,,1010.5,
2024-09-01,30.7,26.9,35.0,,,,10.9,,1010.4,
2024-09-02,31.8,27.6,36.7,,,,11.8,,1011.5,
2024-09-03,30.8,27.0,35.0,,,,14.3,,1012.0,
2024-09-04,29.0,25.7,33.0,,,,13.8,,1011.7,
2024-09-05,29.2,26.0,33.3,0.0,,,12.7,,1009.6,
2024-09-06,29.3,26.0,33.1,0.0,,,11.5,,1009.6,
2024-09-07,30.0,26.0,35.0,0.0,,,9.1,,1010.6,
2024-09-08,30.1,26.0,35.0,0.0,,,11.4,,1009.7,
2024-09-09,29.5,26.0,35.0,0.0,,,12.1,,1009.7,
2024-09-10,30.9,25.6,36.0,0.0,,,9.6,,1009.1,
2024-09-11,33.8,28.0,40.0,0.0,,,11.9,,1008.7,
2024-09-12,33.7,29.0,39.0,0.0,,,14.3,,1009.9,
2024-09-13,29.1,26.0,33.0,0.0,,,18.9,,1011.3,
2024-09-14,28.5,25.0,33.0,0.0,,,16.1,,1011.1,
2024-09-15,29.2,25.9,34.0,0.0,,,14.1,,1010.6,
2024-09-16,28.9,26.0,33.0,0.0,,,10.6,,1010.9,
2024-09-17,28.4,25.0,32.0,0.0,,,12.1,,1013.7,
2024-09-18,28.1,24.0,33.0,0.0,,,13.2,,1014.5,
2024-09-19,30.0,24.9,35.0,0.0,,,8.2,,1012.1,
2024-09-20,33.0,28.0,40.0,0.0,,,12.8,,1010.6,
2024-09-21,28.2,25.0,32.0,0.0,,,13.2,,1012.6,
2024-09-22,27.3,24.9,31.0,0.0,,,12.7,,1013.4,
2024-09-23,26.6,23.7,30.0,0.0,,,11.6,,1013.2,
2024-09-24,26.5,22.0,31.0,0.0,,,11.7,,1013.9,
2024-09-25,26.7,23.0,32.0,0.0,,,18.4,,1014.1,
2024-09-26,26.9,22.9,32.0,0.0,,,17.3,,1012.1,
2024-09-27,27.2,23.0,33.0,0.0,,,14.6,,1010.6,
2024-09-28,27.9,23.0,33.0,0.0,,,12.0,,1010.6,
2024-09-29,27.2,23.7,32.0,0.0,,,12.1,,1010.9,
2024-09-30,27.0,23.8,31.3,0.0,,,10.7,,1010.3,
2024-10-01,26.3,23.0,29.5,0.0,,,12.8,,1010.8,
2024-10-02,25.6,23.0,29.0,0.0,,,10.8,,1012.4,
2024-10-03,25.3,22.0,29.0,0.0,,,12.5,,1014.5,
2024-10-04,25.1,21.0,30.0,0.0,,,13.3,,1014.6,
2024-10-05,25.0,20.9,30.0,0.0,,,13.2,,1012.9,
2024-10-06,25.2,21.0,30.0,0.0,,,11.7,,1012.3,
2024-10-07,26.3,21.0,32.0,0.0,,,11.9,,1014.4,
2024-10-08,27.9,22.7,33.0,0.0,,,11.7,,1016.1,
2024-10-09,28.1,23.0,33.0,0.0,,,10.9,,1014.7,
2024-10-10,26.5,23.0,31.0,0.0,,,14.5,,1013.0,
2024-10-11,26.3,21.9,32.0,0.0,,,8.7,,1012.2,
2024-10-12,26.7,22.9,32.0,0.0,,,11.1,,1012.3,
2024-10-13,27.8,22.8,33.5,0.0,,,9.8,,1013.0,
2024-10-14,27.5,24.0,32.0,0.0,,,9.5,,1012.6,
2024-10-15,26.2,22.9,30.6,0.0,,,12.1,,1013.4,
2024-10-16,25.4,22.0,28.5,0.0,,,9.0,,1014.8,
2024-10-17,25.5,22.6,29.0,0.0,,,9.8,,1014.3,
2024-10-18,25.0,22.0,29.0,0.0,,,11.2,,1013.2,
2024-10-19,24.5,21.0,28.1,0.0,,,11.8,,1015.7,
2024-10-20,24.2,21.0,28.4,0.0,,,25.0,,1017.6,
2024-10-21,23.9,21.0,28.0,0.0,,,20.4,,1019.2,
2024-10-22,23.1,19.0,27.0,0.0,,,25.7,,1018.1,
2024-10-23,22.1,15.0,26.8,0.0,,,25.5,,1017.8,
2024-10-24,22.3,17.6,27.3,0.0,,,21.1,,1017.8,
2024-10-25,22.5,18.0,28.0,0.0,,,14.4,,1015.8,
2024-10-26,22.7,18.3,27.1,0.0,,,12.6,,1016.6,
2024-10-27,23.4,19.0,29.0,0.0,,,15.4,,1018.0,
2024-10-28,23.5,19.0,28.7,0.0,,,14.0,,1017.1,
2024-10-29,22.4,19.0,26.6,0.0,,,13.0,,1014.7,
2024-10-30,21.8,18.9,25.0,0.0,,,9.0,,1013.2,
2024-10-31,21.5,18.0,25.0,0.0,,,8.1,,1013.2,
2024-11-01,22.1,19.0,25.6,1.2,,,8.1,,1013.1,
2024-11-02,21.9,19.0,26.0,0.0,,,7.0,,1014.2,
2024-11-03,22.4,19.0,26.1,0.0,,,7.8,,1016.0,
2024-11-04,21.8,19.0,25.0,0.0,,,9.3,,1016.9,
2024-11-05,21.1,17.0,25.0,0.0,,,8.6,,1018.2,
2024-11-06,21.4,17.7,26.0,0.0,,,11.2,,1018.2,
2024-11-07,22.7,18.9,27.0,0.0,,,16.2,,1019.1,
2024-11-08,22.4,19.0,27.0,0.0,,,14.1,,1018.4,
2024-11-09,21.6,18.8,25.0,0.0,,,8.1,,1015.2,
2024-11-10,21.2,19.0,24.0,0.1,,,10.0,,1015.7,
2024-11-11,20.8,18.0,24.0,0.0,,,7.4,,1019.6,
2024-11-12,20.7,17.0,25.0,0.0,,,12.7,,1019.7,
2024-11-13,20.9,17.0,25.3,0.0,,,15.5,,1020.5,
2024-11-14,21.1,17.0,26.0,0.0,,,15.3,,1018.6,
2024-11-15,21.1,17.0,26.0,0.0,,,12.3,,1016.5,
2024-11-16,21.1,17.0,25.0,0.0,,,5.0,,1017.5,
2024-11-17,21.4,17.3,26.0,0.0,,,10.7,,1015.1,
2024-11-18,20.3,18.0,23.0,0.0,,,12.1,,1016.2,
2024-11-19,20.8,17.0,25.0,0.0,,,11.0,,1018.2,
2024-11-20,21.3,18.0,25.0,0.0,,,8.9,,1017.8,
2024-11-21,21.1,17.0,26.0,0.0,,,5.6,,1018.1,
2024-11-22,21.9,17.6,27.0,0.0,,,8.4,,1018.6,
2024-11-23,21.2,17.0,26.0,0.0,,,7.2,,1018.2,
2024-11-24,17.8,14.8,20.0,0.4,,,17.8,,1018.3,
2024-11-25,16.0,14.0,18.0,0.0,,,14.7,,1018.0,
2024-11-26,15.6,13.0,18.0,0.0,,,14.4,,1019.6,
2024-11-27,16.6,12.0,20.0,0.0,,,4.7,,1022.4,
2024-11-28,17.4,13.0,21.1,0.0,,,7.2,,1022.5,
2024-11-29,17.5,14.0,21.0,0.0,,,6.4,,1022.1,
2024-11-30,18.2,15.0,22.0,0.0,,,12.5,,1022.0,
2024-12-01,17.3,13.0,22.0,0.0,,,13.9,,1020.3,
2024-12-02,17.4,13.0,22.0,0.0,,,10.9,,1017.4,
2024-12-03,18.1,13.0,22.0,0.0,,,6.9,,1016.7,
2024-12-04,18.8,15.0,22.2,0.0,,,9.9,,1018.2,
2024-12-05,17.8,14.0,22.0,0.0,,,7.3,,1019.0,
2024-12-06,18.6,14.7,22.7,0.0,,,4.1,,1017.2,
2024-12-07,19.0,16.0,22.2,0.0,,,4.6,,1018.5,
2024-12-08,18.8,14.0,23.0,0.0,,,5.8,,1020.1,
2024-12-09,18.0,13.0,23.0,0.0,,,5.9,,1022.9,
2024-12-10,17.8,13.0,23.0,,,,10.8,,1021.7,
2024-12-11,17.5,13.8,22.0,,,,9.4,,1020.7,
2024-12-12,18.5,15.0,22.0,,,,11.6,,1020.1,
2024-12-13,17.6,15.0,21.0,,,,12.2,,1021.5,
2024-12-14,16.8,14.0,21.0,0.0,,,11.3,,1024.6,
2024-12-15,16.0,11.0,21.0,0.0,,,12.2,,1024.6,
2024-12-16,15.6,11.0,20.1,0.0,,,8.6,,1023.3,
2024-12-17,16.4,12.7,21.0,0.0,,,9.0,,1023.6,
2024-12-18,17.1,13.7,22.0,0.0,,,12.4,,1020.2,
2024-12-19,16.6,13.0,21.0,0.0,,,9.4,,1015.1,
2024-12-20,16.9,14.0,21.0,0.7,,,14.3,,1018.0,
2024-12-21,17.7,14.6,21.0,0.0,,,8.2,,1021.9,
2024-12-22,17.7,14.0,21.0,0.0,,,5.7,,1019.8,
2024-12-23,16.8,14.0,20.6,0.0,,,12.4,,1015.5,
2024-12-24,16.1,13.0,20.0,0.0,,,12.4,,1017.0,
