time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,month,day,year,tavg_lag1,prcp_lag1,wpgt_lag3
2020-01-20,-1.4914157346660122,12.0,17.0,0.0,0.0,0.0,17.3,1.4710162445766044e-15,1025.5,1.888129461374556e-15,1,20,2020,-1.6750399582743123,0.0,1.4710162445766044e-15
2020-01-21,-1.6917330695114308,11.0,16.0,0.0,0.0,0.0,19.6,1.4710162445766044e-15,1024.8,1.888129461374556e-15,1,21,2020,-1.4914157346660122,0.0,1.4710162445766044e-15
2020-01-22,-1.7585055144599033,9.2,16.3,0.0,0.0,0.0,10.6,1.4710162445766044e-15,1023.8,1.888129461374556e-15,1,22,2020,-1.6917330695114308,0.0,1.4710162445766044e-15
2020-01-23,-1.7585055144599033,8.0,16.0,0.0,0.0,0.0,12.9,1.4710162445766044e-15,1023.2,1.888129461374556e-15,1,23,2020,-1.7585055144599033,0.0,1.4710162445766044e-15
2020-01-24,-1.6583468470371943,10.3,16.0,0.0,0.0,0.0,19.3,1.4710162445766044e-15,1023.4,1.888129461374556e-15,1,24,2020,-1.7585055144599033,0.0,1.4710162445766044e-15
2020-01-25,-1.9922090717795582,6.1,17.0,0.0,0.0,0.0,9.9,1.4710162445766044e-15,1029.0,1.888129461374556e-15,1,25,2020,-1.6583468470371943,0.0,1.4710162445766044e-15
2020-01-26,-1.9254366268310854,6.0,17.0,0.0,0.0,0.0,17.8,1.4710162445766044e-15,1028.6,1.888129461374556e-15,1,26,2020,-1.9922090717795582,0.0,1.4710162445766044e-15
2020-01-27,-1.7751986256970218,7.0,19.0,0.0,0.0,0.0,18.3,1.4710162445766044e-15,1023.3,1.888129461374556e-15,1,27,2020,-1.9254366268310854,0.0,1.4710162445766044e-15
2020-01-28,-1.6750399582743123,9.0,17.0,0.0,0.0,0.0,8.0,1.4710162445766044e-15,1019.8,1.888129461374556e-15,1,28,2020,-1.7751986256970218,0.0,1.4710162445766044e-15
2020-01-29,-1.4079501784804214,10.0,18.3,0.0,0.0,0.0,9.7,1.4710162445766044e-15,1022.2,1.888129461374556e-15,1,29,2020,-1.6750399582743123,0.0,1.4710162445766044e-15
2020-01-30,-1.307791511057712,11.0,19.0,0.0,0.0,0.0,8.3,1.4710162445766044e-15,1022.0,1.888129461374556e-15,1,30,2020,-1.4079501784804214,0.0,1.4710162445766044e-15
2020-01-31,-1.458029512191776,11.0,19.0,0.0,0.0,0.0,13.7,1.4710162445766044e-15,1020.8,1.888129461374556e-15,1,31,2020,-1.307791511057712,0.0,1.4710162445766044e-15
2020-02-01,-1.541495068377367,9.0,18.0,0.0,0.0,0.0,9.6,1.4710162445766044e-15,1022.2,1.888129461374556e-15,2,1,2020,-1.458029512191776,0.0,1.4710162445766044e-15
2020-02-02,-1.458029512191776,9.0,19.0,0.0,0.0,0.0,7.4,1.4710162445766044e-15,1022.7,1.888129461374556e-15,2,2,2020,-1.541495068377367,0.0,1.4710162445766044e-15
2020-02-03,-1.524801957140249,9.8,18.0,0.0,0.0,0.0,11.5,1.4710162445766044e-15,1021.8,1.888129461374556e-15,2,3,2020,-1.458029512191776,0.0,1.4710162445766044e-15
2020-02-04,-1.3411777335319484,11.0,19.0,0.0,0.0,0.0,5.6,1.4710162445766044e-15,1019.6,1.888129461374556e-15,2,4,2020,-1.524801957140249,0.0,1.4710162445766044e-15
2020-02-05,-1.0740879537380577,12.9,21.0,0.0,0.0,0.0,20.6,1.4710162445766044e-15,1015.2,1.888129461374556e-15,2,5,2020,-1.3411777335319484,0.0,1.4710162445766044e-15
2020-02-06,-0.8403843964184025,16.0,22.0,0.0,0.0,0.0,25.8,1.4710162445766044e-15,1014.8,1.888129461374556e-15,2,6,2020,-1.0740879537380577,0.0,1.4710162445766044e-15
2020-02-07,-1.2410190661092393,14.0,19.1,0.0,0.0,0.0,20.9,1.4710162445766044e-15,1018.1,1.888129461374556e-15,2,7,2020,-0.8403843964184025,0.0,1.4710162445766044e-15
2020-02-08,-1.6750399582743123,11.3,16.0,0.0,0.0,0.0,19.4,1.4710162445766044e-15,1023.2,1.888129461374556e-15,2,8,2020,-1.2410190661092393,0.0,1.4710162445766044e-15
2020-02-09,-1.8586641818826128,10.4,15.0,0.0,0.0,0.0,18.6,1.4710162445766044e-15,1027.2,1.888129461374556e-15,2,9,2020,-1.6750399582743123,0.0,1.4710162445766044e-15
2020-02-10,-1.9254366268310854,9.8,14.0,0.0,0.0,0.0,13.5,1.4710162445766044e-15,1027.2,1.888129461374556e-15,2,10,2020,-1.8586641818826128,0.0,1.4710162445766044e-15
2020-02-11,-1.725119291985667,9.0,18.0,0.0,0.0,0.0,12.0,1.4710162445766044e-15,1023.9,1.888129461374556e-15,2,11,2020,-1.9254366268310854,0.0,1.4710162445766044e-15
2020-02-12,-1.307791511057712,11.0,20.0,0.0,0.0,0.0,17.9,1.4710162445766044e-15,1022.5,1.888129461374556e-15,2,12,2020,-1.725119291985667,0.0,1.4710162445766044e-15
2020-02-13,-0.8570775076555209,13.0,24.0,0.0,0.0,0.0,14.0,1.4710162445766044e-15,1022.0,1.888129461374556e-15,2,13,2020,-1.307791511057712,0.0,1.4710162445766044e-15
2020-02-14,-1.291098399820594,11.0,20.4,0.0,0.0,0.0,17.1,1.4710162445766044e-15,1019.6,1.888129461374556e-15,2,14,2020,-0.8570775076555209,0.0,1.4710162445766044e-15
2020-02-15,-1.3244846222948303,11.7,21.0,0.0,0.0,0.0,8.3,1.4710162445766044e-15,1015.4,1.888129461374556e-15,2,15,2020,-1.291098399820594,0.0,1.4710162445766044e-15
2020-02-16,-1.1742466211607665,14.0,19.7,0.0,0.0,0.0,13.2,1.4710162445766044e-15,1015.4,1.888129461374556e-15,2,16,2020,-1.3244846222948303,0.0,1.4710162445766044e-15
2020-02-17,-1.3411777335319484,12.7,19.0,0.0,0.0,0.0,16.9,1.4710162445766044e-15,1017.6,1.888129461374556e-15,2,17,2020,-1.1742466211607665,0.0,1.4710162445766044e-15
2020-02-18,-1.5581881796144852,10.0,19.0,0.0,0.0,0.0,12.0,1.4710162445766044e-15,1016.8,1.888129461374556e-15,2,18,2020,-1.3411777335319484,0.0,1.4710162445766044e-15
2020-02-19,-1.5581881796144852,11.0,20.0,0.0,0.0,0.0,12.4,1.4710162445766044e-15,1017.9,1.888129461374556e-15,2,19,2020,-1.5581881796144852,0.0,1.4710162445766044e-15
2020-02-20,-1.4747226234288942,10.0,19.0,0.0,0.0,0.0,12.6,1.4710162445766044e-15,1020.0,1.888129461374556e-15,2,20,2020,-1.5581881796144852,0.0,1.4710162445766044e-15
2020-02-21,-1.291098399820594,12.0,20.1,0.0,0.0,0.0,23.7,1.4710162445766044e-15,1016.4,1.888129461374556e-15,2,21,2020,-1.4747226234288942,0.0,1.4710162445766044e-15
2020-02-22,-1.524801957140249,11.0,17.0,0.0,0.0,0.0,10.9,1.4710162445766044e-15,1018.9,1.888129461374556e-15,2,22,2020,-1.291098399820594,0.0,1.4710162445766044e-15
