time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,month,day,year,tavg_lag1,prcp_lag1,wpgt_lag3
2020-11-08,-0.4063635042533296,17.0,24.3,0.0,0.0,0.0,13.4,1.4710162445766044e-15,1013.8,1.888129461374556e-15,11,8,2020,-0.4063635042533296,0.0,1.4710162445766044e-15
2020-11-09,-0.45644283796468377,18.4,23.1,0.0,0.0,0.0,16.1,1.4710162445766044e-15,1015.2,1.888129461374556e-15,11,9,2020,-0.4063635042533296,0.0,1.4710162445766044e-15
2020-11-10,-0.3896703930162112,17.0,26.3,0.0,0.0,0.0,14.9,1.4710162445766044e-15,1016.3,1.888129461374556e-15,11,10,2020,-0.45644283796468377,0.0,1.4710162445766044e-15
2020-11-11,-0.4230566154904475,17.0,24.3,0.0,0.0,0.0,8.0,1.4710162445766044e-15,1017.4,1.888129461374556e-15,11,11,2020,-0.3896703930162112,0.0,1.4710162445766044e-15
2020-11-12,-0.3729772817790928,18.0,25.0,0.0,0.0,0.0,6.3,1.4710162445766044e-15,1019.8,1.888129461374556e-15,11,12,2020,-0.4230566154904475,0.0,1.4710162445766044e-15
2020-11-13,-0.4230566154904475,16.0,25.0,0.0,0.0,0.0,9.6,1.4710162445766044e-15,1019.8,1.888129461374556e-15,11,13,2020,-0.3729772817790928,0.0,1.4710162445766044e-15
2020-11-14,-0.3395910593048565,18.0,25.0,0.0,0.0,0.0,13.6,1.4710162445766044e-15,1018.0,1.888129461374556e-15,11,14,2020,-0.4230566154904475,0.0,1.4710162445766044e-15
2020-11-15,-0.5899877278616295,17.0,23.0,0.0,0.0,0.0,13.2,1.4710162445766044e-15,1018.2,1.888129461374556e-15,11,15,2020,-0.3395910593048565,0.0,1.4710162445766044e-15
2020-11-16,-0.6734532840472205,16.0,23.0,0.0,0.0,0.0,12.7,1.4710162445766044e-15,1019.1,1.888129461374556e-15,11,16,2020,-0.5899877278616295,0.0,1.4710162445766044e-15
2020-11-17,-0.6567601728101027,15.0,23.0,0.0,0.0,0.0,13.7,1.4710162445766044e-15,1020.3,1.888129461374556e-15,11,17,2020,-0.6734532840472205,0.0,1.4710162445766044e-15
2020-11-18,-0.5399083941502748,16.0,25.0,0.0,0.0,0.0,13.6,1.4710162445766044e-15,1016.6,1.888129461374556e-15,11,18,2020,-0.6567601728101027,0.0,1.4710162445766044e-15
2020-11-19,-0.5232152829131569,17.0,24.0,0.0,0.0,0.0,9.1,1.4710162445766044e-15,1013.3,1.888129461374556e-15,11,19,2020,-0.5399083941502748,0.0,1.4710162445766044e-15
2020-11-20,-0.9405430638411119,15.0,21.0,0.0,0.0,0.0,14.3,1.4710162445766044e-15,1011.7,1.888129461374556e-15,11,20,2020,-0.5232152829131569,0.0,1.4710162445766044e-15
2020-11-21,-1.024008620026703,14.0,21.0,0.0,0.0,0.0,14.1,1.4710162445766044e-15,1017.0,1.888129461374556e-15,11,21,2020,-0.9405430638411119,0.0,1.4710162445766044e-15
2020-11-22,-0.8570775076555209,14.0,22.2,0.0,0.0,0.0,8.1,1.4710162445766044e-15,1021.1,1.888129461374556e-15,11,22,2020,-1.024008620026703,0.0,1.4710162445766044e-15
2020-11-23,-0.7402257289956936,14.0,23.0,0.0,0.0,0.0,13.5,1.4710162445766044e-15,1019.9,1.888129461374556e-15,11,23,2020,-0.8570775076555209,0.0,1.4710162445766044e-15
2020-11-24,-0.6400670615729842,16.0,24.0,0.0,0.0,0.0,15.7,1.4710162445766044e-15,1015.5,1.888129461374556e-15,11,24,2020,-0.7402257289956936,0.0,1.4710162445766044e-15
2020-11-25,-1.024008620026703,15.0,21.0,0.0,0.0,0.0,10.7,1.4710162445766044e-15,1012.5,1.888129461374556e-15,11,25,2020,-0.6400670615729842,0.0,1.4710162445766044e-15
2020-11-26,-1.0073155087895844,14.7,21.3,0.0,0.0,0.0,16.1,1.4710162445766044e-15,1015.1,1.888129461374556e-15,11,26,2020,-1.024008620026703,0.0,1.4710162445766044e-15
2020-11-27,-0.8904637301297572,15.0,22.0,0.0,0.0,0.0,5.6,1.4710162445766044e-15,1017.4,1.888129461374556e-15,11,27,2020,-1.0073155087895844,0.0,1.4710162445766044e-15
2020-11-28,-0.9906223975524666,14.0,21.0,0.0,0.0,0.0,5.4,1.4710162445766044e-15,1018.6,1.888129461374556e-15,11,28,2020,-0.8904637301297572,0.0,1.4710162445766044e-15
2020-11-29,-0.9572361750782298,13.7,22.1,0.0,0.0,0.0,4.7,1.4710162445766044e-15,1018.7,1.888129461374556e-15,11,29,2020,-0.9906223975524666,0.0,1.4710162445766044e-15
2020-11-30,-0.9405430638411119,13.0,22.0,0.0,0.0,0.0,9.1,1.4710162445766044e-15,1016.3,1.888129461374556e-15,11,30,2020,-0.9572361750782298,0.0,1.4710162445766044e-15
2020-12-01,-0.9739292863153481,15.0,21.0,0.0,0.0,0.0,18.2,1.4710162445766044e-15,1012.9,1.888129461374556e-15,12,1,2020,-0.9405430638411119,0.0,1.4710162445766044e-15
2020-12-02,-0.8737706188926387,14.0,23.0,0.0,0.0,0.0,10.4,1.4710162445766044e-15,1016.2,1.888129461374556e-15,12,2,2020,-0.9739292863153481,0.0,1.4710162445766044e-15
2020-12-03,-0.8403843964184025,14.8,23.0,0.0,0.0,0.0,7.5,1.4710162445766044e-15,1017.1,1.888129461374556e-15,12,3,2020,-0.8737706188926387,0.0,1.4710162445766044e-15
2020-12-04,-0.8570775076555209,14.0,21.4,0.0,0.0,0.0,9.8,1.4710162445766044e-15,1015.8,1.888129461374556e-15,12,4,2020,-0.8403843964184025,0.0,1.4710162445766044e-15
2020-12-05,-0.8403843964184025,15.0,23.0,0.0,0.0,0.0,6.9,1.4710162445766044e-15,1015.7,1.888129461374556e-15,12,5,2020,-0.8570775076555209,0.0,1.4710162445766044e-15
2020-12-06,-0.9238499526039935,13.0,23.2,0.0,0.0,0.0,8.3,1.4710162445766044e-15,1017.2,1.888129461374556e-15,12,6,2020,-0.8403843964184025,0.0,1.4710162445766044e-15
2020-12-07,-0.4230566154904475,15.0,27.4,0.0,0.0,0.0,20.5,1.4710162445766044e-15,1015.2,1.888129461374556e-15,12,7,2020,-0.9238499526039935,0.0,1.4710162445766044e-15
2020-12-08,-0.7736119514699299,15.0,23.2,0.0,0.0,0.0,7.0,1.4710162445766044e-15,1019.5,1.888129461374556e-15,12,8,2020,-0.4230566154904475,0.0,1.4710162445766044e-15
2020-12-09,-0.9071568413668756,14.0,23.3,0.0,0.0,0.0,9.8,1.4710162445766044e-15,1021.4,1.888129461374556e-15,12,9,2020,-0.7736119514699299,0.0,1.4710162445766044e-15
2020-12-10,-1.024008620026703,11.0,23.0,0.0,0.0,0.0,10.2,1.4710162445766044e-15,1019.2,1.888129461374556e-15,12,10,2020,-0.9071568413668756,0.0,1.4710162445766044e-15
2020-12-11,-0.6400670615729842,14.0,25.0,0.0,0.0,0.0,12.5,1.4710162445766044e-15,1015.8,1.888129461374556e-15,12,11,2020,-1.024008620026703,0.0,1.4710162445766044e-15
2020-12-12,-0.8570775076555209,15.0,22.1,0.0,0.0,0.0,11.3,1.4710162445766044e-15,1014.3,1.888129461374556e-15,12,12,2020,-0.6400670615729842,0.0,1.4710162445766044e-15
2020-12-13,-0.3062048368306202,16.0,27.0,0.0,0.0,0.0,9.9,1.4710162445766044e-15,1010.7,1.888129461374556e-15,12,13,2020,-0.8570775076555209,0.0,1.4710162445766044e-15
2020-12-14,-0.5566015053873932,16.6,24.0,0.0,0.0,0.0,27.5,1.4710162445766044e-15,1008.9,1.888129461374556e-15,12,14,2020,-0.3062048368306202,0.0,1.4710162445766044e-15
2020-12-15,-1.0573948425009392,14.0,20.3,0.0,0.0,0.0,32.3,1.4710162445766044e-15,1011.7,1.888129461374556e-15,12,15,2020,-0.5566015053873932,0.0,1.4710162445766044e-15
2020-12-16,-1.107474176212294,12.2,19.0,0.0,0.0,0.0,15.7,1.4710162445766044e-15,1017.0,1.888129461374556e-15,12,16,2020,-1.0573948425009392,0.0,1.4710162445766044e-15
2020-12-17,-0.9071568413668756,15.0,21.0,0.0,0.0,0.0,6.4,1.4710162445766044e-15,1020.5,1.888129461374556e-15,12,17,2020,-1.107474176212294,0.0,1.4710162445766044e-15
2020-12-18,-1.0407017312638207,13.0,22.0,0.0,0.0,0.0,8.2,1.4710162445766044e-15,1021.5,1.888129461374556e-15,12,18,2020,-0.9071568413668756,0.0,1.4710162445766044e-15
2020-12-19,-1.2076328436350028,12.0,21.0,0.0,0.0,0.0,12.8,1.4710162445766044e-15,1021.8,1.888129461374556e-15,12,19,2020,-1.0407017312638207,0.0,1.4710162445766044e-15
2020-12-20,-1.2243259548721213,11.8,21.0,0.0,0.0,0.0,17.4,1.4710162445766044e-15,1021.1,1.888129461374556e-15,12,20,2020,-1.2076328436350028,0.0,1.4710162445766044e-15
2020-12-21,-1.1742466211607665,12.0,21.0,0.0,0.0,0.0,14.2,1.4710162445766044e-15,1020.0,1.888129461374556e-15,12,21,2020,-1.2243259548721213,0.0,1.4710162445766044e-15
2020-12-22,-1.1241672874494117,13.0,22.0,0.0,0.0,0.0,13.3,1.4710162445766044e-15,1019.9,1.888129461374556e-15,12,22,2020,-1.1742466211607665,0.0,1.4710162445766044e-15
2020-12-23,-1.307791511057712,13.0,19.0,0.0,0.0,0.0,8.7,1.4710162445766044e-15,1020.5,1.888129461374556e-15,12,23,2020,-1.1241672874494117,0.0,1.4710162445766044e-15
2020-12-24,-1.291098399820594,11.7,20.0,0.0,0.0,0.0,7.2,1.4710162445766044e-15,1020.5,1.888129461374556e-15,12,24,2020,-1.307791511057712,0.0,1.4710162445766044e-15
2020-12-25,-1.3912570672433031,10.0,20.0,0.0,0.0,0.0,13.0,1.4710162445766044e-15,1020.0,1.888129461374556e-15,12,25,2020,-1.291098399820594,0.0,1.4710162445766044e-15
2020-12-26,-1.3244846222948303,10.0,21.7,0.0,0.0,0.0,18.7,1.4710162445766044e-15,1017.6,1.888129461374556e-15,12,26,2020,-1.3912570672433031,0.0,1.4710162445766044e-15
2020-12-27,-1.2243259548721213,11.0,22.0,0.0,0.0,0.0,4.7,1.4710162445766044e-15,1016.3,1.888129461374556e-15,12,27,2020,-1.3244846222948303,0.0,1.4710162445766044e-15
2020-12-28,-1.2410190661092393,11.0,20.0,0.0,0.0,0.0,7.6,1.4710162445766044e-15,1017.4,1.888129461374556e-15,12,28,2020,-1.2243259548721213,0.0,1.4710162445766044e-15
2020-12-29,-1.3578708447690668,11.0,20.0,0.0,0.0,0.0,8.3,1.4710162445766044e-15,1019.0,1.888129461374556e-15,12,29,2020,-1.2410190661092393,0.0,1.4710162445766044e-15
2020-12-30,-1.458029512191776,10.0,20.3,0.0,0.0,0.0,11.4,1.4710162445766044e-15,1017.6,1.888129461374556e-15,12,30,2020,-1.3578708447690668,0.0,1.4710162445766044e-15
2020-12-31,-1.2410190661092393,11.0,21.0,0.0,0.0,0.0,5.1,1.4710162445766044e-15,1016.6,1.888129461374556e-15,12,31,2020,-1.458029512191776,0.0,1.4710162445766044e-15
2021-01-01,-1.107474176212294,13.0,21.0,0.0,0.0,0.0,6.0,1.4710162445766044e-15,1017.4,1.888129461374556e-15,1,1,2021,-1.2410190661092393,0.0,1.4710162445766044e-15
2021-01-02,-1.0407017312638207,13.8,21.3,0.0,0.0,0.0,7.3,1.4710162445766044e-15,1018.3,1.888129461374556e-15,1,2,2021,-1.107474176212294,0.0,1.4710162445766044e-15
2021-01-03,-1.1241672874494117,13.0,21.0,0.0,0.0,0.0,5.0,1.4710162445766044e-15,1018.1,1.888129461374556e-15,1,3,2021,-1.0407017312638207,0.0,1.4710162445766044e-15
2021-01-04,-0.9572361750782298,14.0,22.2,0.0,0.0,0.0,6.3,1.4710162445766044e-15,1016.9,1.888129461374556e-15,1,4,2021,-1.1241672874494117,0.0,1.4710162445766044e-15
2021-01-05,-0.7736119514699299,16.0,23.9,0.0,0.0,0.0,6.3,1.4710162445766044e-15,1017.6,1.888129461374556e-15,1,5,2021,-0.9572361750782298,0.0,1.4710162445766044e-15
2021-01-06,-0.6233739503358657,17.0,24.3,0.0,0.0,0.0,11.7,1.4710162445766044e-15,1019.8,1.888129461374556e-15,1,6,2021,-0.7736119514699299,0.0,1.4710162445766044e-15
2021-01-07,-0.7569188402328114,15.0,25.0,0.0,0.0,0.0,11.0,1.4710162445766044e-15,1018.9,1.888129461374556e-15,1,7,2021,-0.6233739503358657,0.0,1.4710162445766044e-15
2021-01-08,-0.9906223975524666,12.4,23.0,0.0,0.0,0.0,6.5,1.4710162445766044e-15,1017.7,1.888129461374556e-15,1,8,2021,-0.7569188402328114,0.0,1.4710162445766044e-15
2021-01-09,-1.1241672874494117,13.6,21.0,0.0,0.0,0.0,5.5,1.4710162445766044e-15,1018.4,1.888129461374556e-15,1,9,2021,-0.9906223975524666,0.0,1.4710162445766044e-15
2021-01-10,-0.9238499526039935,14.0,23.0,0.0,0.0,0.0,6.6,1.4710162445766044e-15,1021.0,1.888129461374556e-15,1,10,2021,-1.1241672874494117,0.0,1.4710162445766044e-15
2021-01-11,-0.6400670615729842,14.0,26.0,0.0,0.0,0.0,12.8,1.4710162445766044e-15,1021.3,1.888129461374556e-15,1,11,2021,-0.9238499526039935,0.0,1.4710162445766044e-15
2021-01-12,-0.2895117255935018,14.8,28.0,0.0,0.0,0.0,8.8,1.4710162445766044e-15,1018.5,1.888129461374556e-15,1,12,2021,-0.6400670615729842,0.0,1.4710162445766044e-15
2021-01-13,-0.3562841705419749,17.6,24.0,0.0,0.0,0.0,22.6,1.4710162445766044e-15,1012.6,1.888129461374556e-15,1,13,2021,-0.2895117255935018,0.0,1.4710162445766044e-15
2021-01-14,-1.0740879537380577,13.0,20.0,0.0,0.0,0.0,19.5,1.4710162445766044e-15,1013.5,1.888129461374556e-15,1,14,2021,-0.3562841705419749,0.0,1.4710162445766044e-15
2021-01-15,-1.0907810649751755,13.8,20.0,0.0,0.0,0.0,14.2,1.4710162445766044e-15,1016.5,1.888129461374556e-15,1,15,2021,-1.0740879537380577,0.0,1.4710162445766044e-15
2021-01-16,-1.0907810649751755,13.0,21.0,0.0,0.0,0.0,18.3,1.4710162445766044e-15,1013.8,1.888129461374556e-15,1,16,2021,-1.0907810649751755,0.0,1.4710162445766044e-15
2021-01-17,-1.190939732397885,13.0,20.0,0.0,0.0,0.0,24.3,1.4710162445766044e-15,1014.6,1.888129461374556e-15,1,17,2021,-1.0907810649751755,0.0,1.4710162445766044e-15
2021-01-18,-1.374563956006185,12.0,19.0,0.0,0.0,0.0,19.8,1.4710162445766044e-15,1019.9,1.888129461374556e-15,1,18,2021,-1.190939732397885,0.0,1.4710162445766044e-15
2021-01-19,-1.4413364009546579,12.0,19.0,0.0,0.0,0.0,18.4,1.4710162445766044e-15,1019.8,1.888129461374556e-15,1,19,2021,-1.374563956006185,0.0,1.4710162445766044e-15
2021-01-20,-1.624960624562958,11.0,17.0,0.0,0.0,0.0,19.4,1.4710162445766044e-15,1025.4,1.888129461374556e-15,1,20,2021,-1.4413364009546579,0.0,1.4710162445766044e-15
2021-01-21,-1.6583468470371943,9.0,18.0,0.0,0.0,0.0,11.8,1.4710162445766044e-15,1029.1,1.888129461374556e-15,1,21,2021,-1.624960624562958,0.0,1.4710162445766044e-15
2021-01-22,-1.5915744020887215,9.0,19.0,0.0,0.0,0.0,19.6,1.4710162445766044e-15,1024.2,1.888129461374556e-15,1,22,2021,-1.6583468470371943,0.0,1.4710162445766044e-15
2021-01-23,-1.5581881796144852,8.0,19.0,0.0,0.0,0.0,8.6,1.4710162445766044e-15,1019.4,1.888129461374556e-15,1,23,2021,-1.5915744020887215,0.0,1.4710162445766044e-15
2021-01-24,-1.4079501784804214,10.0,19.0,0.0,0.0,0.0,8.9,1.4710162445766044e-15,1019.9,1.888129461374556e-15,1,24,2021,-1.5581881796144852,0.0,1.4710162445766044e-15
2021-01-25,-1.3411777335319484,11.0,20.0,0.0,0.0,0.0,9.8,1.4710162445766044e-15,1020.7,1.888129461374556e-15,1,25,2021,-1.4079501784804214,0.0,1.4710162445766044e-15
2021-01-26,-1.2076328436350028,10.0,22.0,0.0,0.0,0.0,16.1,1.4710162445766044e-15,1018.8,1.888129461374556e-15,1,26,2021,-1.3411777335319484,0.0,1.4710162445766044e-15
2021-01-27,-0.9906223975524666,12.0,25.5,0.0,0.0,0.0,18.4,1.4710162445766044e-15,1013.2,1.888129461374556e-15,1,27,2021,-1.2076328436350028,0.0,1.4710162445766044e-15
2021-01-28,-1.3244846222948303,12.0,18.1,0.0,0.0,0.0,14.1,1.4710162445766044e-15,1017.1,1.888129461374556e-15,1,28,2021,-0.9906223975524666,0.0,1.4710162445766044e-15
2021-01-29,-1.4747226234288942,12.8,17.0,0.0,0.0,0.0,18.9,1.4710162445766044e-15,1019.1,1.888129461374556e-15,1,29,2021,-1.3244846222948303,0.0,1.4710162445766044e-15
2021-01-30,-1.2744052885834758,11.8,20.0,0.0,0.0,0.0,23.4,1.4710162445766044e-15,1019.9,1.888129461374556e-15,1,30,2021,-1.4747226234288942,0.0,1.4710162445766044e-15
2021-01-31,-0.7569188402328114,14.9,24.0,0.0,0.0,0.0,25.1,1.4710162445766044e-15,1017.3,1.888129461374556e-15,1,31,2021,-1.2744052885834758,0.0,1.4710162445766044e-15
2021-02-01,-0.5399083941502748,13.0,27.0,0.0,0.0,0.0,15.8,1.4710162445766044e-15,1016.0,1.888129461374556e-15,2,1,2021,-0.7569188402328114,0.0,1.4710162445766044e-15
2021-02-02,-0.5065221716760385,13.0,28.0,0.0,0.0,0.0,8.5,1.4710162445766044e-15,1014.0,1.888129461374556e-15,2,2,2021,-0.5399083941502748,0.0,1.4710162445766044e-15
2021-02-03,-0.3562841705419749,15.0,27.0,0.0,0.0,0.0,11.9,1.4710162445766044e-15,1011.6,1.888129461374556e-15,2,3,2021,-0.5065221716760385,0.0,1.4710162445766044e-15
2021-02-04,-0.9572361750782298,15.0,21.1,0.0,0.0,0.0,17.7,1.4710162445766044e-15,1013.2,1.888129461374556e-15,2,4,2021,-0.3562841705419749,0.0,1.4710162445766044e-15
2021-02-05,-1.0907810649751755,14.0,21.0,0.0,0.0,0.0,17.2,1.4710162445766044e-15,1019.2,1.888129461374556e-15,2,5,2021,-0.9572361750782298,0.0,1.4710162445766044e-15
2021-02-06,-1.107474176212294,12.0,22.0,0.0,0.0,0.0,5.2,1.4710162445766044e-15,1021.5,1.888129461374556e-15,2,6,2021,-1.0907810649751755,0.0,1.4710162445766044e-15
2021-02-07,-0.9572361750782298,12.0,23.0,0.0,0.0,0.0,10.3,1.4710162445766044e-15,1021.2,1.888129461374556e-15,2,7,2021,-1.107474176212294,0.0,1.4710162445766044e-15
2021-02-08,-0.3729772817790928,13.0,28.0,0.0,0.0,0.0,9.6,1.4710162445766044e-15,1020.3,1.888129461374556e-15,2,8,2021,-0.9572361750782298,0.0,1.4710162445766044e-15
2021-02-09,-0.12258061322231979,17.0,30.0,0.0,0.0,0.0,10.4,1.4710162445766044e-15,1019.9,1.888129461374556e-15,2,9,2021,-0.3729772817790928,0.0,1.4710162445766044e-15
2021-02-10,-0.9739292863153481,12.0,23.0,0.0,0.0,0.0,12.2,1.4710162445766044e-15,1020.3,1.888129461374556e-15,2,10,2021,-0.12258061322231979,0.0,1.4710162445766044e-15
2021-02-11,-1.0407017312638207,11.0,24.0,0.0,0.0,0.0,18.7,1.4710162445766044e-15,1018.2,1.888129461374556e-15,2,11,2021,-0.9739292863153481,0.0,1.4710162445766044e-15
2021-02-12,-1.0907810649751755,12.0,23.0,0.0,0.0,0.0,16.8,1.4710162445766044e-15,1016.5,1.888129461374556e-15,2,12,2021,-1.0407017312638207,0.0,1.4710162445766044e-15
2021-02-13,-1.0740879537380577,13.0,23.0,0.0,0.0,0.0,12.5,1.4710162445766044e-15,1018.2,1.888129461374556e-15,2,13,2021,-1.0907810649751755,0.0,1.4710162445766044e-15
2021-02-14,-1.291098399820594,10.0,22.0,0.0,0.0,0.0,13.2,1.4710162445766044e-15,1016.8,1.888129461374556e-15,2,14,2021,-1.0740879537380577,0.0,1.4710162445766044e-15
2021-02-15,-1.2744052885834758,12.0,21.8,0.0,0.0,0.0,8.3,1.4710162445766044e-15,1014.5,1.888129461374556e-15,2,15,2021,-1.291098399820594,0.0,1.4710162445766044e-15
2021-02-16,-1.79189173693414,9.6,16.0,0.0,0.0,0.0,20.5,1.4710162445766044e-15,1010.8,1.888129461374556e-15,2,16,2021,-1.2744052885834758,0.0,1.4710162445766044e-15
2021-02-17,-2.242605740336331,7.4,13.2,0.0,0.0,0.0,32.3,1.4710162445766044e-15,1015.9,1.888129461374556e-15,2,17,2021,-1.79189173693414,0.0,1.4710162445766044e-15
2021-02-18,-1.8753572931197309,9.0,17.0,0.0,0.0,0.0,16.3,1.4710162445766044e-15,1021.7,1.888129461374556e-15,2,18,2021,-2.242605740336331,0.0,1.4710162445766044e-15
2021-02-19,-1.7418124032227853,10.0,16.0,0.0,0.0,0.0,12.2,1.4710162445766044e-15,1023.4,1.888129461374556e-15,2,19,2021,-1.8753572931197309,0.0,1.4710162445766044e-15
2021-02-20,-1.7418124032227853,8.0,18.0,0.0,0.0,0.0,10.4,1.4710162445766044e-15,1024.5,1.888129461374556e-15,2,20,2021,-1.7418124032227853,0.0,1.4710162445766044e-15
2021-02-21,-1.7585055144599033,7.0,19.0,0.0,0.0,0.0,9.4,1.4710162445766044e-15,1022.9,1.888129461374556e-15,2,21,2021,-1.7418124032227853,0.0,1.4710162445766044e-15
2021-02-22,-1.4914157346660122,8.5,20.0,0.0,0.0,0.0,14.6,1.4710162445766044e-15,1021.5,1.888129461374556e-15,2,22,2021,-1.7585055144599033,0.0,1.4710162445766044e-15
2021-02-23,-1.5915744020887215,11.0,19.1,0.0,0.0,0.0,12.3,1.4710162445766044e-15,1020.5,1.888129461374556e-15,2,23,2021,-1.4914157346660122,0.0,1.4710162445766044e-15
2021-02-24,-1.2243259548721213,12.0,21.0,0.0,0.0,0.0,12.7,1.4710162445766044e-15,1022.7,1.888129461374556e-15,2,24,2021,-1.5915744020887215,0.0,1.4710162445766044e-15
2021-02-25,-1.0407017312638207,13.0,24.4,0.0,0.0,0.0,9.0,1.4710162445766044e-15,1021.8,1.888129461374556e-15,2,25,2021,-1.2243259548721213,0.0,1.4710162445766044e-15
2021-02-26,-1.1408603986865302,12.0,22.1,0.0,0.0,0.0,11.0,1.4710162445766044e-15,1019.6,1.888129461374556e-15,2,26,2021,-1.0407017312638207,0.0,1.4710162445766044e-15
2021-02-27,-1.107474176212294,12.0,23.0,0.0,0.0,0.0,17.2,1.4710162445766044e-15,1017.1,1.888129461374556e-15,2,27,2021,-1.1408603986865302,0.0,1.4710162445766044e-15
2021-02-28,-1.0573948425009392,13.0,22.0,0.0,0.0,0.0,10.0,1.4710162445766044e-15,1018.8,1.888129461374556e-15,2,28,2021,-1.107474176212294,0.0,1.4710162445766044e-15
2021-03-01,-1.0907810649751755,13.0,22.0,0.0,0.0,0.0,11.2,1.4710162445766044e-15,1019.9,1.888129461374556e-15,3,1,2021,-1.0573948425009392,0.0,1.4710162445766044e-15
2021-03-02,-1.3578708447690668,12.0,20.6,0.0,0.0,0.0,16.3,1.4710162445766044e-15,1021.8,1.888129461374556e-15,3,2,2021,-1.0907810649751755,0.0,1.4710162445766044e-15
2021-03-03,-1.5915744020887215,11.0,17.0,0.0,0.0,0.0,15.5,1.4710162445766044e-15,1020.4,1.888129461374556e-15,3,3,2021,-1.3578708447690668,0.0,1.4710162445766044e-15
2021-03-04,-1.4747226234288942,9.0,20.2,0.0,0.0,0.0,15.3,1.4710162445766044e-15,1020.7,1.888129461374556e-15,3,4,2021,-1.5915744020887215,0.0,1.4710162445766044e-15
2021-03-05,-1.190939732397885,9.6,22.5,0.0,0.0,0.0,9.4,1.4710162445766044e-15,1023.5,1.888129461374556e-15,3,5,2021,-1.4747226234288942,0.0,1.4710162445766044e-15
2021-03-06,-1.107474176212294,10.0,23.4,0.0,0.0,0.0,17.6,1.4710162445766044e-15,1021.8,1.888129461374556e-15,3,6,2021,-1.190939732397885,0.0,1.4710162445766044e-15
2021-03-07,-0.9238499526039935,14.0,23.0,0.0,0.0,0.0,17.1,1.4710162445766044e-15,1018.6,1.888129461374556e-15,3,7,2021,-1.107474176212294,0.0,1.4710162445766044e-15
2021-03-08,-0.9238499526039935,12.7,23.1,0.0,0.0,0.0,13.5,1.4710162445766044e-15,1017.1,1.888129461374556e-15,3,8,2021,-0.9238499526039935,0.0,1.4710162445766044e-15
2021-03-09,-0.22273928064502924,14.0,30.0,0.0,0.0,0.0,19.8,1.4710162445766044e-15,1013.7,1.888129461374556e-15,3,9,2021,-0.9238499526039935,0.0,1.4710162445766044e-15
2021-03-10,0.5785300587366444,21.0,34.0,0.0,0.0,0.0,22.4,1.4710162445766044e-15,1010.2,1.888129461374556e-15,3,10,2021,-0.22273928064502924,0.0,1.4710162445766044e-15
2021-03-11,-0.5566015053873932,16.0,25.0,0.0,0.0,0.0,15.2,1.4710162445766044e-15,1013.1,1.888129461374556e-15,3,11,2021,0.5785300587366444,0.0,1.4710162445766044e-15
2021-03-12,-1.1408603986865302,13.6,20.3,0.0,0.0,0.0,22.1,1.4710162445766044e-15,1017.1,1.888129461374556e-15,3,12,2021,-0.5566015053873932,0.0,1.4710162445766044e-15
2021-03-13,-1.2577121773463573,12.8,20.0,0.0,0.0,0.0,18.9,1.4710162445766044e-15,1018.3,1.888129461374556e-15,3,13,2021,-1.1408603986865302,0.0,1.4710162445766044e-15
2021-03-14,-1.1742466211607665,11.0,23.0,0.0,0.0,0.0,19.6,1.4710162445766044e-15,1014.8,1.888129461374556e-15,3,14,2021,-1.2577121773463573,0.0,1.4710162445766044e-15
2021-03-15,-0.8236912851812846,14.5,23.0,0.0,0.0,0.0,16.6,1.4710162445766044e-15,1010.4,1.888129461374556e-15,3,15,2021,-1.1742466211607665,0.0,1.4710162445766044e-15
2021-03-16,-0.8737706188926387,13.0,23.0,0.0,0.0,0.0,13.6,1.4710162445766044e-15,1013.4,1.888129461374556e-15,3,16,2021,-0.8236912851812846,0.0,1.4710162445766044e-15
2021-03-17,-0.6901463952843389,14.0,25.0,0.0,0.0,0.0,14.2,1.4710162445766044e-15,1014.0,1.888129461374556e-15,3,17,2021,-0.8737706188926387,0.0,1.4710162445766044e-15
2021-03-18,-0.8570775076555209,14.0,23.0,0.0,0.0,0.0,9.3,1.4710162445766044e-15,1017.1,1.888129461374556e-15,3,18,2021,-0.6901463952843389,0.0,1.4710162445766044e-15
2021-03-19,-0.9405430638411119,12.0,24.0,0.0,0.0,0.0,16.8,1.4710162445766044e-15,1017.4,1.888129461374556e-15,3,19,2021,-0.8570775076555209,0.0,1.4710162445766044e-15
2021-03-20,-0.18935305817079295,14.0,32.0,0.0,0.0,0.0,14.1,1.4710162445766044e-15,1012.2,1.888129461374556e-15,3,20,2021,-0.9405430638411119,0.0,1.4710162445766044e-15
2021-03-21,0.2780540564685167,16.0,31.3,0.0,0.0,0.0,10.6,1.4710162445766044e-15,1008.8,1.888129461374556e-15,3,21,2021,-0.18935305817079295,0.0,1.4710162445766044e-15
2021-03-22,1.3130269531698449,28.0,35.0,0.0,0.0,0.0,14.1,1.4710162445766044e-15,1006.7,1.888129461374556e-15,3,22,2021,0.2780540564685167,0.0,1.4710162445766044e-15
2021-03-23,0.2947471677056352,16.9,32.6,0.0,0.0,0.0,23.5,1.4710162445766044e-15,1004.2,1.888129461374556e-15,3,23,2021,1.3130269531698449,0.0,1.4710162445766044e-15
